Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls2,Ast3,G+A,G-PK,G+A-PK
406,Jasmin Me_anovi_,ba BIH,FW,si NK Maribor,25,1992,5,1,98,1,0,0,0,0,0,0.92,0,0.92,0.92,0.92
407,Lionel Messi,ar ARG,FW,es Barcelona,30,1987,10,8,783,6,2,0,0,2,0,0.69,0.23,0.92,0.69,0.92
408,Thomas Meunier,be BEL,"DF,MF",fr Paris S-G,25,1991,1,0,24,0,0,0,0,1,0,0,0,0,0,0
409,Míchel,es ESP,MF,az Qaraba_ FK,31,1985,6,6,533,1,0,0,0,2,0,0.17,0,0.17,0.17,0.17
410,Georgi Milanov,bg BUL,MF,ru CSKA Moscow,25,1992,3,1,88,0,0,0,0,0,0,0,0,0,0,0
411,Martin Milec,si SVN,DF,si NK Maribor,25,1991,6,6,540,0,1,0,0,2,0,0,0.17,0.17,0,0.17
412,Arkadiusz Milik,pl POL,FW,it Napoli,23,1994,1,1,90,1,0,1,1,0,0,1,0,1,0,0
413,James Milner,eng ENG,MF,eng Liverpool,31,1986,11,9,875,0,9,0,1,1,0,0,0.93,0.93,0,0.93
414,Matej Mitrovi_,hr CRO,DF,tr Be_ikta_,23,1993,2,1,105,0,0,0,0,0,0,0,0,0,0,0
415,Henrikh Mkhitaryan,am ARM,MF,eng Manchester Utd,28,1989,4,3,284,1,0,0,0,0,0,0.32,0,0.32,0.32,0.32
416,Luka Modri_,hr CRO,MF,es Real Madrid,31,1985,11,11,958,1,1,0,0,2,0,0.09,0.09,0.19,0.09,0.19
417,Nuno Morais,pt POR,MF,cy APOEL FC,33,1984,6,6,510,0,0,0,0,0,0,0,0,0,0,0
418,Álvaro Morata,es ESP,FW,eng Chelsea,24,1992,7,4,383,1,0,0,0,1,0,0.23,0,0.23,0.23,0.23
419,Alberto Moreno,es ESP,DF,eng Liverpool,25,1992,8,7,563,0,3,0,0,2,0,0,0.48,0.48,0,0.48
420,Victor Moses,ng NGA,"MF,DF",eng Chelsea,26,1990,4,4,337,0,0,0,0,0,0,0,0,0,0,0
421,Thiago Motta,it ITA,MF,fr Paris S-G,34,1982,4,4,306,0,0,0,0,1,0,0,0,0,0,0
422,Lucas Moura,br BRA,"FW,MF",eng Tottenham,24,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0
423,João Moutinho,pt POR,MF,fr Monaco,30,1986,6,5,467,0,1,0,0,1,0,0,0.19,0.19,0,0.19
424,Thomas Müller,de GER,"MF,FW",de Bayern Munich,27,1989,10,8,734,3,2,0,0,1,0,0.37,0.25,0.61,0.37,0.61
425,Luis Muriel,co COL,FW,es Sevilla,26,1991,8,2,252,0,1,0,0,0,0,0,0.36,0.36,0,0.36
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
426,Kévin N'Doram,fr FRA,MF,fr Monaco,21,1996,1,1,90,0,0,0,0,0,0,0,0,0,0,0
427,Georges-Kévin N'Koudou,fr FRA,MF,eng Tottenham,22,1995,2,1,105,1,0,0,0,0,0,0.86,0,0.86,0.86,0.86
428,Kirill Nababkin,ru RUS,MF,ru CSKA Moscow,30,1986,2,1,130,0,0,0,0,1,0,0,0,0,0,0
429,Ben Nabouhane,km COM,FW,gr Olympiacos,28,1989,2,0,37,0,0,0,0,0,0,0,0,0,0,0
430,Nacho,es ESP,DF,es Real Madrid,27,1990,8,6,595,1,0,0,0,1,0,0.15,0,0.15,0.15,0.15
431,Radja Nainggolan,be BEL,MF,it Roma,29,1988,11,11,959,2,2,1,1,0,0,0.19,0.19,0.38,0.09,0.28
432,Andy Najar,hn HON,DF,be Anderlecht,24,1993,1,1,26,0,0,0,0,0,0,0,0,0,0,0
433,Bibras Natkho,il ISR,MF,ru CSKA Moscow,29,1988,4,2,237,0,1,0,0,3,0,0,0.38,0.38,0,0.38
434,Jesús Navas,es ESP,"DF,FW",es Sevilla,31,1985,8,4,426,0,0,0,0,0,0,0,0,0,0,0
435,Keylor Navas,cr CRC,GK,es Real Madrid,30,1986,11,11,990,0,0,0,0,0,0,0,0,0,0,0
436,Dino Ndlovu,za RSA,FW,az Qaraba_ FK,27,1990,5,5,425,0,1,0,0,0,2,0,0.21,0.21,0,0.21
437,Álvaro Negredo,es ESP,FW,tr Be_ikta_,31,1985,5,1,108,1,1,1,1,0,0,0.83,0.83,1.67,0,0.83
438,Miquel Nelom,nl NED,DF,nl Feyenoord,26,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,0
439,Manuel Neuer,de GER,GK,de Bayern Munich,31,1986,1,1,90,0,0,0,0,0,0,0,0,0,0,0
440,Neymar,br BRA,FW,fr Paris S-G,25,1992,7,7,630,6,4,0,0,2,0,0.86,0.57,1.43,0.86,1.43
441,Bart Nieuwkoop,nl NED,DF,nl Feyenoord,21,1996,4,3,245,0,0,0,0,0,0,0,0,0,0,0
442,Saúl Ñíguez,es ESP,MF,es Atlético Madrid,22,1994,6,6,540,1,0,0,0,0,0,0.17,0,0.17,0.17,0.17
443,Dimitris Nikolaou,gr GRE,DF,gr Olympiacos,18,1998,3,3,270,1,0,0,0,2,0,0.33,0,0.33,0.33,0.33
444,Nolito,es ESP,"FW,MF",es Sevilla,30,1986,5,4,315,0,0,0,0,0,0,0,0,0,0,0
445,Olivier Ntcham,fr FRA,"MF,DF",sco Celtic,21,1996,5,4,383,0,2,0,0,1,0,0,0.47,0.47,0,0.47
446,Steven Nzonzi,fr FRA,MF,es Sevilla,28,1988,8,8,676,0,0,0,0,2,0,0,0,0,0,0
447,Dimitri Oberlin,ch SUI,FW,ch Basel,19,1997,8,6,530,4,0,0,0,0,0,0.68,0,0.68,0.68,0.68
448,Jan Oblak,si SVN,GK,es Atlético Madrid,24,1993,6,6,540,0,0,0,0,0,0,0,0,0,0,0
449,Ivan Obradovi_,rs SRB,DF,be Anderlecht,29,1988,3,2,181,0,0,0,0,0,0,0,0,0,0,0
450,Vadis Odjidja-Ofoe,be BEL,"MF,FW",gr Olympiacos,28,1989,6,5,414,1,0,0,0,0,0,0.22,0,0.22,0.22,0.22
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
451,Mattheus Oliveira,br BRA,"FW,MF",pt Sporting CP,23,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0
452,Sérgio Oliveira,pt POR,MF,pt Porto,25,1992,5,4,352,0,0,0,0,3,0,0,0,0,0,0
453,Henry Onyekuru,ng NGA,"FW,MF",be Anderlecht,20,1997,6,4,405,0,0,0,0,1,0,0,0,0,0,0
454,Willi Orban,hu HUN,DF,de RB Leipzig,24,1992,6,6,477,1,0,0,0,2,0,0.19,0,0.19,0.19,0.19
455,Ivan Ordets,ua UKR,DF,ua Shakhtar,25,1992,8,7,664,0,0,0,0,1,1,0,0,0,0,0
456,Nicolás Otamendi,ar ARG,DF,eng Manchester City,29,1988,8,8,720,1,0,0,0,2,0,0.12,0,0.12,0.12,0.12
457,Otávio,br BRA,MF,pt Porto,22,1995,2,1,90,0,0,0,0,0,0,0,0,0,0,0
458,Adam Ounas,dz ALG,"FW,MF",it Napoli,20,1996,3,0,36,0,0,0,0,0,0,0,0,0,0,0
459,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",eng Liverpool,23,1993,7,4,320,2,0,0,0,0,0,0.56,0,0.56,0.56,0.56
460,O_uzhan Özyakup,tr TUR,MF,tr Be_ikta_,24,1992,7,5,444,0,0,0,0,2,0,0,0,0,0,0
461,Gonçalo Paciência,pt POR,FW,pt Porto,22,1994,2,0,26,0,0,0,0,0,0,0,0,0,0,0
462,João Palhinha,pt POR,MF,pt Sporting CP,22,1995,2,0,40,0,0,0,0,0,0,0,0,0,0,0
463,Sokratis Papastathopoulos,gr GRE,DF,de Dortmund,29,1988,5,5,450,1,0,0,0,1,0,0.2,0,0.2,0.2,0.2
464,Felipe Pardo,co COL,"MF,FW",gr Olympiacos,26,1990,6,3,300,2,0,0,0,1,0,0.6,0,0.6,0.6,0.6
465,Nicolás Pareja,ar ARG,DF,es Sevilla,33,1984,2,2,180,0,0,0,0,1,0,0,0,0,0,0
466,Thomas Partey,gh GHA,"MF,DF",es Atlético Madrid,24,1993,6,5,435,1,0,0,0,1,0,0.21,0,0.21,0.21,0.21
467,Mario Pa_ali_,hr CRO,MF,ru Spartak Moscow,22,1995,6,4,353,0,0,0,0,0,0,0,0,0,0,0
468,Javier Pastore,ar ARG,MF,fr Paris S-G,28,1989,3,0,68,0,0,0,0,0,0,0,0,0,0,0
469,Rui Patrício,pt POR,GK,pt Sporting CP,29,1988,6,6,540,0,0,0,0,0,0,0,0,0,0,0
470,Alan Patrick,br BRA,MF,ua Shakhtar,26,1991,3,0,54,0,0,0,0,0,0,0,0,0,0,0
471,Paulinho,br BRA,MF,es Barcelona,29,1988,9,4,401,0,0,0,0,1,0,0,0,0,0,0
472,Pedro,es ESP,"FW,MF",eng Chelsea,30,1987,7,4,388,1,2,0,0,0,0,0.23,0.46,0.7,0.23,0.7
473,Mustafa Pektemek,tr TUR,MF,tr Be_ikta_,28,1988,2,2,158,0,0,0,0,0,0,0,0,0,0,0
474,Lorenzo Pellegrini,it ITA,MF,it Roma,21,1996,8,4,296,0,1,0,0,0,0,0,0.3,0.3,0,0.3
475,Pepe,pt POR,DF,tr Be_ikta_,34,1983,6,6,540,0,0,0,0,2,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
476,Danilo Pereira,pt POR,MF,pt Porto,25,1991,6,6,532,1,2,0,0,2,0,0.17,0.34,0.51,0.17,0.51
477,Maxi Pereira,uy URU,DF,pt Porto,33,1984,3,2,198,1,0,0,0,1,0,0.45,0,0.45,0.45,0.45
478,Ricardo Pereira,pt POR,"DF,MF",pt Porto,23,1993,7,6,552,0,2,0,0,1,0,0,0.33,0.33,0,0.33
479,Bruno Peres,br BRA,DF,it Roma,27,1990,6,5,462,0,0,0,0,0,2,0,0,0,0,0
480,Nauzet Pérez,es ESP,GK,cy APOEL FC,32,1985,3,3,270,0,0,0,0,1,0,0,0,0,0,0
481,Diego Perotti,ar ARG,"FW,MF",it Roma,29,1988,9,8,729,3,1,1,1,2,0,0.37,0.12,0.49,0.25,0.37
482,Marko Petkovi_,rs SRB,DF,ru Spartak Moscow,24,1992,2,1,83,0,0,0,0,0,0,0,0,0,0,0
483,Raoul Petretta,it ITA,MF,ch Basel,20,1997,5,5,414,0,1,0,0,2,0,0,0.22,0.22,0,0.22
484,Radosav Petrovi_,rs SRB,MF,pt Sporting CP,28,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0
485,Ivan Petryak,ua UKR,MF,ua Shakhtar,23,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0
486,Maximilian Philipp,de GER,"MF,FW",de Dortmund,23,1994,3,2,172,0,0,0,0,0,0,0,0,0,0,0
487,Cristiano Piccini,it ITA,DF,pt Sporting CP,24,1992,5,5,445,0,0,0,0,1,0,0,0,0,0,0
488,Aleks Pihler,si SVN,MF,si NK Maribor,23,1994,6,4,392,0,0,0,0,1,0,0,0,0,0,0
489,Gerard Piqué,es ESP,DF,es Barcelona,30,1987,9,9,736,1,0,0,0,2,2,0.12,0,0.12,0.12,0.12
490,_ukasz Piszczek,pl POL,DF,de Dortmund,32,1985,2,2,180,0,0,0,0,0,0,0,0,0,0,0
491,Guido Pizarro,ar ARG,MF,es Sevilla,27,1990,9,6,502,1,0,0,0,2,0,0.18,0,0.18,0.18,0.18
492,Pizzi,pt POR,MF,pt Benfica,27,1989,6,6,480,0,0,0,0,0,0,0,0,0,0,0
493,Miralem Pjani_,ba BIH,MF,it Juventus,27,1990,8,7,634,1,1,0,0,4,0,0.14,0.14,0.28,0.14,0.28
494,Paul Pogba,fr FRA,MF,eng Manchester Utd,24,1993,5,3,278,0,1,0,0,0,0,0,0.32,0.32,0,0.32
495,Ivelin Popov,bg BUL,MF,ru Spartak Moscow,29,1987,5,3,242,0,0,0,0,1,0,0,0,0,0,0
496,Mickaël Poté,bj BEN,FW,cy APOEL FC,32,1984,5,3,312,2,0,0,0,1,0,0.58,0,0.58,0.58,0.58
497,Yussuf Poulsen,dk DEN,FW,de RB Leipzig,23,1994,4,2,199,0,1,0,0,1,0,0,0.45,0.45,0,0.45
498,Quincy Promes,nl NED,"MF,FW",ru Spartak Moscow,25,1992,5,5,430,2,2,0,0,0,0,0.42,0.42,0.84,0.42,0.84
499,Silvio Proto,be BEL,GK,gr Olympiacos,34,1983,5,5,450,0,0,0,0,0,0,0,0,0,0,0
500,Christian Pulisic,us USA,"FW,MF",de Dortmund,18,1998,5,4,374,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
501,Andriy Pyatov,ua UKR,GK,ua Shakhtar,33,1984,8,8,720,0,0,0,0,0,0,0,0,0,0,0
502,Ricardo Quaresma,pt POR,MF,tr Be_ikta_,33,1983,7,7,613,0,3,0,0,2,0,0,0.44,0.44,0,0.44
503,Dani Quintana,es ESP,MF,az Qaraba_ FK,30,1987,4,0,39,0,0,0,0,0,0,0,0,0,0,0
504,Adrien Rabiot,fr FRA,MF,fr Paris S-G,22,1995,8,8,677,1,2,0,0,1,0,0.13,0.27,0.4,0.13,0.4
505,Rafinha,br BRA,DF,de Bayern Munich,31,1985,8,5,506,0,0,0,0,1,0,0,0,0,0,0
506,Andrea Raggi,it ITA,DF,fr Monaco,33,1984,2,2,180,0,0,0,0,0,0,0,0,0,0,0
507,Aleksander Raj_evi_,si SVN,DF,si NK Maribor,30,1986,4,4,360,0,0,0,0,1,0,0,0,0,0,0
508,Ivan Rakiti_,hr CRO,MF,es Barcelona,29,1988,10,8,758,1,0,0,0,1,0,0.12,0,0.12,0.12,0.12
509,Yaroslav Rakitskiy,ua UKR,DF,ua Shakhtar,27,1989,7,7,615,0,1,0,0,1,2,0,0.15,0.15,0,0.15
510,Anthony Ralston,sco SCO,DF,sco Celtic,18,1998,1,1,90,0,0,0,0,1,0,0,0,0,0,0
511,Aghabala Ramazanov,az AZE,FW,az Qaraba_ FK,24,1993,1,0,5,0,0,0,0,0,0,0,0,0,0,0
512,Sandro Ramírez,es ESP,FW,es Sevilla,22,1995,3,0,37,0,0,0,0,0,0,0,0,0,0,0
513,Sergio Ramos,es ESP,DF,es Real Madrid,31,1986,11,11,990,1,0,0,0,3,0,0.09,0,0.09,0.09,0.09
514,Marcus Rashford,eng ENG,"MF,FW",eng Manchester Utd,19,1997,8,3,344,3,1,0,0,1,0,0.78,0.26,1.05,0.78,1.05
515,Artyom Rebrov,ru RUS,GK,ru Spartak Moscow,33,1984,2,2,158,0,0,0,0,0,0,0,0,0,0,0
516,Pepe Reina,es ESP,GK,it Napoli,34,1982,6,6,540,0,0,0,0,1,0,0,0,0,0,0
517,Diego Reyes,mx MEX,DF,pt Porto,24,1992,6,2,233,0,0,0,0,0,0,0,0,0,0,0
518,Franck Ribéry,fr FRA,"MF,FW",de Bayern Munich,34,1983,8,7,574,0,1,0,0,3,0,0,0.16,0.16,0,0.16
519,Sergio Rico,es ESP,GK,es Sevilla,23,1993,8,8,720,0,0,0,0,0,0,0,0,0,0,0
520,Stefan Ristovski,mk MKD,DF,pt Sporting CP,25,1992,4,2,144,0,0,0,0,0,0,0,0,0,0,0
521,Blas Riveros,py PAR,MF,ch Basel,19,1998,5,3,287,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31
522,Arjen Robben,nl NED,"MF,FW",de Bayern Munich,33,1984,9,6,494,0,1,0,0,0,0,0,0.18,0.18,0,0.18
523,Sergi Roberto,es ESP,"MF,DF",es Barcelona,25,1992,8,7,594,0,0,0,0,2,0,0,0,0,0,0
524,Patrick Roberts,eng ENG,MF,sco Celtic,20,1997,3,3,234,1,0,0,0,1,0,0.38,0,0.38,0.38,0.38
525,Andrew Robertson,sco SCO,DF,eng Liverpool,23,1994,6,6,540,0,0,0,0,1,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
526,Pedro Rocha Neves,br BRA,"FW,MF",ru Spartak Moscow,22,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0
527,James Rodríguez,co COL,"MF,FW",de Bayern Munich,26,1991,12,8,779,1,2,0,0,1,0,0.12,0.23,0.35,0.12,0.35
528,Marko Rog,hr CRO,MF,it Napoli,22,1995,4,0,75,0,0,0,0,0,0,0,0,0,0,0
529,Tom Rogi_,au AUS,"MF,FW",sco Celtic,24,1992,6,2,294,0,0,0,0,0,0,0,0,0,0,0
530,Marcos Rojo,ar ARG,DF,eng Manchester Utd,27,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,0
531,Alaixys Romao,tg TOG,"MF,DF",gr Olympiacos,33,1984,6,6,540,0,0,0,0,2,0,0,0,0,0,0
532,Sergio Romero,ar ARG,GK,eng Manchester Utd,30,1987,2,2,180,0,0,0,0,0,0,0,0,0,0,0
533,Cristiano Ronaldo,pt POR,FW,es Real Madrid,32,1985,13,13,"1,170",15,2,4,4,2,0,1.15,0.15,1.31,0.85,1
534,Danny Rose,eng ENG,"MF,DF",eng Tottenham,27,1990,3,2,170,0,0,0,0,1,0,0,0,0,0,0
535,Antonio Rüdiger,de GER,DF,eng Chelsea,24,1993,6,4,388,0,0,0,0,1,0,0,0,0,0,0
536,Sebastian Rudy,de GER,MF,de Bayern Munich,27,1990,5,3,345,0,0,0,0,2,0,0,0,0,0,0
537,Jesús Rueda,es ESP,DF,cy APOEL FC,30,1987,6,6,540,0,0,0,0,1,0,0,0,0,0,0
538,Daniele Rugani,it ITA,DF,it Juventus,23,1994,2,1,110,0,0,0,0,0,0,0,0,0,0,0
539,Mário Rui,pt POR,"DF,MF",it Napoli,26,1991,2,0,30,0,0,0,0,0,0,0,0,0,0,0
540,Alan Ruiz,ar ARG,FW,pt Sporting CP,23,1993,1,1,46,0,0,0,0,1,0,0,0,0,0,0
541,Jakub Rze_niczak,pl POL,DF,az Qaraba_ FK,30,1986,5,4,379,0,0,0,0,3,0,0,0,0,0,0
542,José Sá,pt POR,GK,pt Porto,24,1993,5,5,450,0,0,0,0,0,0,0,0,0,0,0
543,Josué Sá,pt POR,DF,be Anderlecht,25,1992,3,0,93,0,0,0,0,0,0,0,0,0,0,0
544,Marcel Sabitzer,at AUT,MF,de RB Leipzig,23,1994,5,5,395,0,2,0,0,1,0,0,0.46,0.46,0,0.46
545,Rashad Sadygov,az AZE,DF,az Qaraba_ FK,35,1982,5,5,359,0,0,0,0,1,1,0,0,0,0,0
546,Nuri _ahin,tr TUR,MF,de Dortmund,28,1988,3,3,215,0,0,0,0,0,0,0,0,0,0,0
547,Mohamed Salah,eg EGY,FW,eng Liverpool,25,1992,13,12,930,10,4,0,0,0,0,0.97,0.39,1.35,0.97,1.35
548,Roland Sallai,hu HUN,"MF,FW",cy APOEL FC,20,1997,6,3,288,0,0,0,0,3,0,0,0,0,0,0
549,Eduardo Salvio,ar ARG,"MF,FW",pt Benfica,27,1990,5,4,397,0,0,0,0,2,0,0,0,0,0,0
550,Andreas Samaris,gr GRE,MF,pt Benfica,28,1989,3,2,179,0,0,0,0,2,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
551,Aleksandr Samedov,ru RUS,MF,ru Spartak Moscow,33,1984,4,2,191,1,0,0,0,0,0,0.47,0,0.47,0.47,0.47
552,Aaron Samuel Olanare,ng NGA,FW,ru CSKA Moscow,23,1994,1,1,67,0,0,0,0,0,0,0,0,0,0,0
553,Alexis Sánchez,cl CHI,"MF,FW",eng Manchester Utd,28,1988,2,2,165,0,0,0,0,1,0,0,0,0,0,0
554,Davinson Sánchez,co COL,DF,eng Tottenham,21,1996,8,8,720,0,0,0,0,0,0,0,0,0,0,0
555,Alex Sandro,br BRA,"DF,MF",it Juventus,26,1991,10,10,900,0,1,0,0,3,0,0,0.1,0.1,0,0.1
556,Leroy Sané,de GER,"FW,MF",eng Manchester City,21,1996,9,7,653,0,2,0,0,0,0,0,0.28,0.28,0,0.28
557,Pablo Sarabia,es ESP,"MF,FW",es Sevilla,25,1992,10,8,740,1,2,0,0,1,0,0.12,0.24,0.36,0.12,0.36
558,Stefan Savi_,me MNE,DF,es Atlético Madrid,26,1991,3,3,268,0,0,0,0,0,2,0,0,0,0,0
559,Patrik Schick,cz CZE,FW,it Roma,21,1996,3,2,207,0,0,0,0,0,0,0,0,0,0,0
560,Marcel Schmelzer,de GER,DF,de Dortmund,29,1988,4,3,271,0,1,0,0,1,0,0,0.33,0.33,0,0.33
561,André Schürrle,de GER,"FW,MF",de Dortmund,26,1990,1,0,3,0,0,0,0,0,0,0,0,0,0,0
562,Sebá,br BRA,"MF,FW",gr Olympiacos,25,1992,3,2,180,0,0,0,0,0,0,0,0,0,0,0
563,Haris Seferovi_,ch SUI,FW,pt Benfica,25,1992,4,2,219,1,0,0,0,1,0,0.41,0,0.41,0.41,0.41
564,Ibrahim _ehi_,ba BIH,GK,az Qaraba_ FK,28,1988,6,6,540,0,0,0,0,0,0,0,0,0,0,0
565,Aleksandr Selikhov,ru RUS,GK,ru Spartak Moscow,23,1994,5,4,382,0,0,0,0,0,0,0,0,0,0,0
566,Matz Sels,be BEL,GK,be Anderlecht,25,1992,3,3,270,0,0,0,0,0,0,0,0,0,0,0
567,Nélson Semedo,pt POR,DF,es Barcelona,23,1993,7,7,625,0,0,0,0,3,0,0,0,0,0,0
568,Stephan El Shaarawy,it ITA,FW,it Roma,24,1992,10,4,359,2,1,0,0,0,0,0.5,0.25,0.75,0.5,0.75
569,Luke Shaw,eng ENG,MF,eng Manchester Utd,22,1995,1,1,90,0,0,0,0,0,0,0,0,0,0,0
570,Georgi Shchennikov,ru RUS,"MF,DF",ru CSKA Moscow,26,1991,5,5,410,1,0,0,0,0,0,0.22,0,0.22,0.22,0.22
571,Ramil Sheydayev,az AZE,FW,az Qaraba_ FK,21,1996,2,1,77,0,0,0,0,0,0,0,0,0,0,0
572,Djibril Sidibé,fr FRA,"DF,MF",fr Monaco,25,1992,3,3,253,0,0,0,0,2,0,0,0,0,0,0
573,Bernardo Silva,pt POR,"FW,MF",eng Manchester City,22,1994,9,6,563,1,2,0,0,1,0,0.16,0.32,0.48,0.16,0.48
574,David Silva,es ESP,MF,eng Manchester City,31,1986,7,5,426,0,2,0,0,0,0,0,0.42,0.42,0,0.42
575,Jonathan Silva,ar ARG,DF,pt Sporting CP,23,1994,4,2,209,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
576,Rafa Silva,pt POR,"FW,MF",pt Benfica,24,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0
577,Thiago Silva,br BRA,DF,fr Paris S-G,32,1984,6,6,522,0,0,0,0,0,0,0,0,0,0,0
578,Jozo _imunovi_,hr CRO,DF,sco Celtic,22,1994,4,4,360,0,0,0,0,2,0,0,0,0,0,0
579,Scott Sinclair,eng ENG,"MF,FW",sco Celtic,28,1989,5,5,380,1,0,0,0,0,0,0.24,0,0.24,0.24,0.24
580,Moussa Sissoko,fr FRA,MF,eng Tottenham,27,1989,6,3,341,0,1,0,0,0,0,0,0.26,0.26,0,0.26
581,Chris Smalling,eng ENG,DF,eng Manchester Utd,27,1989,8,8,720,0,0,0,0,0,0,0,0,0,0,0
582,Tiquinho Soares,br BRA,FW,pt Porto,26,1991,3,2,180,1,0,0,0,0,0,0.5,0,0.5,0.5,0.5
583,Dominic Solanke,eng ENG,FW,eng Liverpool,19,1997,3,0,36,0,0,0,0,1,0,0,0,0,0,0
584,David Soria,es ESP,GK,es Sevilla,24,1993,2,2,180,0,0,0,0,0,0,0,0,0,0,0
585,Uro_ Spaji_,rs SRB,DF,be Anderlecht,24,1993,5,5,359,0,0,0,0,1,0,0,0,0,0,0
586,Darijo Srna,hr CRO,DF,ua Shakhtar,35,1982,1,1,90,0,0,0,0,0,0,0,0,0,0,0
587,Jerry St. Juste,nl NED,DF,nl Feyenoord,20,1996,5,4,374,1,0,0,0,2,0,0.24,0,0.24,0.24,0.24
588,Nicolae Stanciu,ro ROU,MF,be Anderlecht,24,1993,3,1,103,0,0,0,0,1,0,0,0,0,0,0
589,Renato Steffen,ch SUI,FW,ch Basel,25,1991,6,6,537,0,1,0,0,0,0,0,0.17,0.17,0,0.17
590,Taras Stepanenko,ua UKR,MF,ua Shakhtar,27,1989,8,8,684,0,1,0,0,2,0,0,0.13,0.13,0,0.13
591,Kazaiah Sterling,eng ENG,FW,eng Tottenham,18,1998,1,0,2,0,0,0,0,0,0,0,0,0,0,0
592,Raheem Sterling,eng ENG,"FW,MF",eng Manchester City,22,1994,8,5,495,4,2,0,0,1,0,0.73,0.36,1.09,0.73,1.09
593,Valentin Stocker,ch SUI,MF,ch Basel,28,1989,2,1,93,0,0,0,0,0,0,0,0,0,0,0
594,John Stones,eng ENG,DF,eng Manchester City,23,1994,5,5,450,3,0,0,0,0,0,0.6,0,0.6,0.6,0.6
595,Kevin Strootman,nl NED,MF,it Roma,27,1990,11,9,839,0,1,0,0,1,0,0,0.11,0.11,0,0.11
596,Stefano Sturaro,it ITA,DF,it Juventus,24,1993,5,2,235,0,0,0,0,1,0,0,0,0,0,0
597,Daniel Sturridge,eng ENG,"FW,MF",eng Liverpool,27,1989,5,0,83,1,2,0,0,0,0,1.08,2.17,3.25,1.08,3.25
598,Denis Suárez,es ESP,MF,es Barcelona,23,1994,3,2,170,0,1,0,0,0,0,0,0.53,0.53,0,0.53
599,Luis Suárez,uy URU,FW,es Barcelona,30,1987,10,10,884,1,5,0,0,2,0,0.1,0.51,0.61,0.1,0.61
600,Danijel Suba_i_,hr CRO,GK,fr Monaco,32,1984,3,3,270,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
601,Neven Suboti_,rs SRB,DF,de Dortmund,28,1988,1,1,90,0,0,0,0,0,0,0,0,0,0,0
602,Marek Such_,cz CZE,DF,ch Basel,29,1988,8,8,720,0,0,0,0,0,0,0,0,0,0,0
603,Niklas Süle,de GER,DF,de Bayern Munich,21,1995,9,6,643,0,0,0,0,0,0,0,0,0,0,0
604,Marko _uler,si SVN,DF,si NK Maribor,34,1983,5,5,450,0,0,0,0,0,0,0,0,0,0,0
605,Mile Svilar,be BEL,GK,pt Benfica,17,1999,3,3,270,0,0,0,0,0,0,0,0,0,0,0
606,Wojciech Szcz_sny,pl POL,GK,it Juventus,27,1990,2,1,90,0,0,0,0,0,0,0,0,0,0,0
607,Panagiotis Tachtsidis,gr GRE,MF,gr Olympiacos,26,1991,3,3,245,0,0,0,0,1,0,0,0,0,0,0
608,Taison,br BRA,MF,ua Shakhtar,29,1988,8,8,720,1,0,0,0,2,0,0.12,0,0.12,0.12,0.12
609,Talisca,br BRA,MF,tr Be_ikta_,23,1994,8,6,539,4,0,0,0,2,0,0.67,0,0.67,0.67,0.67
