Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,year,fantasy_points,Position Group,League
Christian Benteke,FW,12.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Troy Deeney,FW,90.0,0,0,0.3,0.3,0.0,2,0,1,2,0,0,1,0,0,2019,1.5,Forward,PL
Gerard Deulofeu,FW,90.0,0,0,0.3,0.3,0.2,3,0,0,1,3,1,0,0,0,2019,3.0,Forward,PL
Roberto Pereyra,LW,90.0,0,0,0.3,0.3,0.0,2,0,1,3,0,3,3,1,0,2019,2.0,Forward,PL
Will Hughes,RW,19.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Tom Cleverley,LW,22.0,1,0,0.0,0.0,0.0,0,0,2,0,0,0,1,1,0,2019,7.5,Forward,PL
Glenn Murray,FW,66.0,0,0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,2019,0.5,Forward,PL
Florin Andone,FW,24.0,0,0,0.2,0.2,0.0,2,0,1,1,0,0,0,0,0,2019,1.0,Forward,PL
Jürgen Locadia,LW,90.0,0,0,0.0,0.0,0.0,2,1,0,0,1,0,1,0,0,2019,4.0,Forward,PL
Solly March,RW,66.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,2019,1.0,Forward,PL
Mohamed Salah,FW,90.0,1,0,1.1,0.3,0.3,2,1,0,2,2,1,0,0,0,2019,14.0,Forward,PL
Sadio Mané,LW,90.0,0,0,0.2,0.2,0.1,1,0,1,1,2,0,0,0,0,2019,0.5,Forward,PL
Roberto Firmino,FW,90.0,0,0,0.4,0.4,0.0,2,1,3,2,0,2,1,0,0,2019,2.0,Forward,PL
Xherdan Shaqiri,RW,72.0,0,0,0.1,0.1,0.0,1,0,0,3,2,0,0,0,0,2019,1.5,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.2,0.2,0.0,2,0,1,0,0,0,0,0,0,2019,1.0,Forward,PL
James Maddison,LW,90.0,0,0,0.3,0.3,0.3,6,1,1,2,12,0,0,1,0,2019,2.5,Forward,PL
Marc Albrighton,RW,45.0,0,0,0.0,0.0,0.0,0,0,0,2,2,0,1,0,0,2019,1.5,Forward,PL
Demarai Gray,RW,45.0,0,0,0.0,0.0,0.2,1,0,0,0,5,0,0,0,0,2019,1.5,Forward,PL
Harvey Barnes,LW,45.0,0,0,0.2,0.2,0.1,3,1,1,1,1,0,0,0,0,2019,3.0,Forward,PL
Shane Long,FW,76.0,1,0,0.2,0.2,0.0,3,1,2,2,0,0,1,0,0,2019,12.5,Forward,PL
Olivier Giroud,FW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Willian,LW,90.0,1,0,0.7,0.7,0.0,3,2,0,0,9,1,1,0,0,2019,16.5,Forward,PL
Pedro,RW,81.0,1,0,0.7,0.7,0.0,4,4,0,2,0,1,2,0,0,2019,20.5,Forward,PL
Callum Hudson-Odoi,LW,9.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2019,1.0,Forward,PL
Richarlison,FW,87.0,0,0,0.6,0.6,0.0,6,0,4,3,0,0,0,1,0,2019,-2.0,Forward,PL
Dominic Calvert-Lewin,FW,3.0,1,0,0.1,0.1,0.0,1,1,0,0,0,0,0,0,0,2019,13.0,Forward,PL
Bernard,LW,78.0,0,0,0.1,0.1,0.1,2,0,2,1,1,3,1,1,0,2019,0.0,Forward,PL
Theo Walcott,RW,12.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Joshua King,FW,90.0,0,0,0.5,0.5,0.1,3,1,0,4,1,0,1,0,0,2019,4.5,Forward,PL
Lys Mousset,FW,22.0,0,0,0.1,0.1,0.1,1,1,0,0,1,0,0,0,0,2019,3.0,Forward,PL
Harry Kane,FW,90.0,0,0,0.6,0.6,0.5,7,4,1,3,0,0,0,0,0,2019,9.5,Forward,PL
Anthony Martial,FW,73.0,0,0,0.1,0.1,0.3,2,1,0,0,1,0,0,0,0,2019,3.5,Forward,PL
Marcus Rashford,FW,90.0,1,0,0.3,0.3,0.0,3,2,1,2,1,0,0,0,0,2019,14.5,Forward,PL
Diogo Dalot,RW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Gabriel Jesus,FW,76.0,2,0,1.7,0.9,0.0,2,1,2,0,0,0,0,0,0,2019,21.5,Forward,PL
Sergio Agüero,FW,14.0,0,0,0.0,0.0,0.0,1,0,0,1,1,0,1,0,0,2019,2.0,Forward,PL
Raheem Sterling,RW,90.0,0,0,0.4,0.4,0.2,3,2,0,1,3,0,1,0,0,2019,6.0,Forward,PL
Diogo Jota,FW,59.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,2019,1.5,Forward,PL
Romain Saïss,FW,31.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,1,0,0,2019,1.0,Forward,PL
Raúl Jiménez,FW,45.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2019,1.0,Forward,PL
Adama Traoré,FW,45.0,0,0,0.0,0.0,0.0,1,0,0,1,0,3,0,0,0,2019,3.0,Forward,PL
Diogo Jota,FW,90.0,3,0,1.0,1.0,0.1,4,4,2,1,2,0,1,1,0,2019,35.5,Forward,PL
Raúl Jiménez,FW,90.0,0,1,0.2,0.2,0.6,2,1,2,2,1,0,3,0,0,2019,8.0,Forward,PL
Jamie Vardy,FW,90.0,0,1,0.3,0.3,0.3,1,1,1,1,2,2,0,0,0,2019,8.0,Forward,PL
Harvey Barnes,LW,73.0,0,0,0.2,0.2,0.0,3,2,1,0,0,0,0,0,0,2019,4.5,Forward,PL
James Maddison,LW,17.0,0,1,0.1,0.1,0.1,1,0,0,0,3,1,1,0,0,2019,7.5,Forward,PL
Ricardo Pereira,RW,90.0,0,0,0.1,0.1,0.3,3,0,5,3,2,2,3,1,0,2019,-2.0,Forward,PL
Kelechi Iheanacho,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,2019,1.0,Forward,PL
Christian Atsu,LW,90.0,0,0,0.1,0.1,0.3,2,1,0,0,1,1,1,0,0,2019,4.5,Forward,PL
Ayoze Pérez,RW,90.0,1,0,0.9,0.9,0.1,3,3,2,0,1,1,1,0,0,2019,16.0,Forward,PL
Oumar Niasse,FW,64.0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,2019,1.0,Forward,PL
Mohamed Salah,FW,90.0,2,0,1.3,1.3,0.2,3,2,1,0,3,1,0,0,0,2019,25.0,Forward,PL
Naby Keïta,LW,71.0,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,5.0,Forward,PL
Xherdan Shaqiri,RW,19.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Sadio Mané,RW,90.0,1,0,0.4,0.4,0.1,5,4,2,0,2,1,0,0,0,2019,18.0,Forward,PL
Jordan Ayew,FW,81.0,0,0,0.2,0.2,0.0,3,0,3,0,0,2,0,1,0,2019,-1.5,Forward,PL
Connor Wickham,FW,9.0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,6.0,Forward,PL
Wilfried Zaha,LW,90.0,0,1,0.0,0.0,0.3,0,0,1,4,2,0,0,0,0,2019,5.0,Forward,PL
Andros Townsend,RW,90.0,1,0,0.1,0.1,0.0,1,1,0,1,3,0,1,0,0,2019,13.5,Forward,PL
Marcus Rashford,FW,90.0,1,0,0.4,0.4,0.0,6,2,2,2,1,1,0,1,0,2019,13.5,Forward,PL
Anthony Martial,LW,83.0,0,0,0.5,0.5,0.1,2,1,1,2,2,3,0,0,0,2019,4.0,Forward,PL
Jesse Lingard,RW,75.0,0,0,0.0,0.0,0.1,0,0,2,0,0,0,0,0,0,2019,-1.0,Forward,PL
Juan Mata,RW,15.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Glenn Murray,FW,60.0,0,0,0.2,0.2,0.0,2,0,3,3,0,0,0,0,0,2019,-1.0,Forward,PL
Florin Andone,FW,30.0,0,0,0.0,0.0,0.0,1,1,1,1,0,2,0,0,0,2019,3.0,Forward,PL
Gerard Deulofeu,FW,90.0,0,0,0.4,0.4,0.0,3,1,0,0,6,1,0,1,0,2019,2.5,Forward,PL
Troy Deeney,FW,90.0,0,0,0.3,0.3,0.6,2,1,1,0,0,0,0,0,0,2019,2.5,Forward,PL
Roberto Pereyra,LW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,2019,1.5,Forward,PL
Isaac Success,RW,34.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,0,0,0,2019,0.0,Forward,PL
Chris Wood,FW,90.0,0,0,0.0,0.0,0.2,1,0,1,3,1,0,0,0,0,2019,0.5,Forward,PL
Ashley Barnes,FW,90.0,0,0,0.7,0.7,0.0,3,1,2,5,0,0,0,0,0,2019,2.0,Forward,PL
Callum Wilson,FW,73.0,1,0,0.2,0.2,0.1,2,1,0,1,3,0,0,0,0,2019,13.5,Forward,PL
Joshua King,FW,90.0,1,0,0.5,0.5,0.1,1,1,2,0,2,1,1,0,0,2019,12.0,Forward,PL
Ryan Fraser,LW,90.0,0,0,0.0,0.0,0.1,0,0,0,3,9,0,2,0,0,2019,2.0,Forward,PL
Andy Carroll,FW,66.0,0,0,0.7,0.7,0.0,2,0,2,0,1,0,0,1,0,2019,-2.0,Forward,PL
Javier Hernández,FW,24.0,0,0,0.1,0.1,0.0,1,1,0,0,1,0,0,0,0,2019,3.0,Forward,PL
Felipe Anderson,LW,90.0,0,0,0.0,0.0,0.1,1,0,1,2,4,0,1,0,0,2019,1.0,Forward,PL
Michail Antonio,RW,90.0,0,0,0.0,0.0,0.2,1,0,1,0,4,0,0,0,0,2019,0.5,Forward,PL
Danny Ings,FW,74.0,0,0,0.1,0.1,0.1,2,2,0,1,0,1,0,0,0,2019,5.5,Forward,PL
Shane Long,FW,16.0,0,0,0.2,0.2,0.0,1,1,1,2,0,0,0,1,0,2019,0.0,Forward,PL
Nathan Redmond,FW,86.0,0,0,0.4,0.4,0.0,2,0,3,1,2,1,0,1,0,2019,-2.5,Forward,PL
Stuart Armstrong,FW,4.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Richarlison,FW,65.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Cenk Tosun,FW,25.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Bernard,LW,75.0,0,0,0.0,0.0,0.2,0,0,0,1,2,1,1,0,0,2019,2.0,Forward,PL
Theo Walcott,RW,15.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Dominic Calvert-Lewin,FW,33.0,0,0,0.2,0.2,0.0,1,0,2,0,0,0,0,0,0,2019,-0.5,Forward,PL
Pierre-Emerick Aubameyang,FW,90.0,0,0,0.6,0.6,0.0,3,1,2,0,1,3,0,0,0,2019,3.5,Forward,PL
Alexandre Lacazette,FW,68.0,1,0,0.1,0.1,0.3,2,1,0,3,1,0,3,0,0,2019,15.0,Forward,PL
Willian,LW,68.0,0,0,0.1,0.1,0.3,3,0,0,0,3,1,0,0,0,2019,3.0,Forward,PL
Olivier Giroud,FW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Pedro,RW,80.0,0,0,0.4,0.4,0.0,2,0,2,0,4,1,1,0,0,2019,1.0,Forward,PL
Callum Hudson-Odoi,RW,10.0,0,0,0.0,0.0,0.0,0,0,0,2,1,0,0,0,0,2019,1.0,Forward,PL
Sergio Agüero,FW,90.0,0,1,0.1,0.1,0.3,1,0,2,1,0,0,0,0,0,2019,4.5,Forward,PL
Bernardo Silva,RW,18.0,0,0,0.3,0.3,0.0,1,1,2,0,0,1,0,0,0,2019,1.5,Forward,PL
Raheem Sterling,RW,90.0,1,0,0.7,0.7,0.1,1,1,0,1,0,0,1,0,0,2019,13.5,Forward,PL
Ryan Sessegnon,LW,35.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Dele Alli,LW,86.0,1,0,0.3,0.3,0.0,1,1,2,1,1,0,0,0,0,2019,11.0,Forward,PL
Georges-Kévin N'Koudou,LW,4.0,0,1,0.0,0.0,0.1,0,0,0,1,2,0,0,0,0,2019,6.0,Forward,PL
Érik Lamela,RW,79.0,0,0,0.0,0.0,0.1,1,0,1,0,4,3,1,0,0,2019,2.5,Forward,PL
Eric Dier,RW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2019,1.5,Forward,PL
Pierre-Emerick Aubameyang,FW,90.0,1,1,1.0,0.3,0.2,1,1,1,1,1,1,0,0,0,2019,17.5,Forward,PL
Alexandre Lacazette,FW,90.0,1,0,0.4,0.4,0.1,3,1,4,2,1,0,0,1,0,2019,8.0,Forward,PL
Alex Iwobi,LW,45.0,0,0,0.1,0.1,0.0,1,1,0,1,0,0,0,0,0,2019,3.0,Forward,PL
Oumar Niasse,FW,73.0,0,0,0.1,0.1,0.0,2,0,0,2,0,0,0,0,0,2019,2.0,Forward,PL
Glenn Murray,FW,90.0,2,0,1.1,1.1,0.0,7,4,0,1,0,0,0,0,0,2019,30.5,Forward,PL
Jürgen Locadia,LW,71.0,0,0,0.1,0.1,0.0,2,0,2,0,0,0,0,0,0,2019,0.0,Forward,PL
Solly March,RW,90.0,0,0,0.0,0.0,0.1,1,1,1,1,9,0,0,0,0,2019,2.0,Forward,PL
Diogo Jota,FW,89.0,0,1,0.1,0.1,0.5,2,2,1,1,0,1,1,0,0,2019,10.0,Forward,PL
Raúl Jiménez,FW,90.0,2,0,0.7,0.7,0.4,6,2,0,2,2,1,2,1,0,2019,26.5,Forward,PL
Javier Hernández,FW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Michail Antonio,FW,90.0,0,0,0.0,0.0,0.0,0,0,2,2,1,1,0,0,0,2019,-0.5,Forward,PL
Felipe Anderson,LW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,2019,2.0,Forward,PL
Robert Snodgrass,RW,69.0,0,0,0.0,0.0,0.0,0,0,2,1,1,0,0,1,0,2019,-3.0,Forward,PL
Andy Carroll,FW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Cenk Tosun,FW,70.0,0,0,0.0,0.0,0.1,1,0,2,2,1,0,0,1,0,2019,-2.5,Forward,PL
Christian Atsu,LW,87.0,0,0,0.1,0.1,0.0,1,0,0,0,0,1,0,0,0,2019,2.0,Forward,PL
Ayoze Pérez,RW,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,2,1,0,2019,0.0,Forward,PL
Sergio Agüero,FW,90.0,1,0,0.6,0.6,0.0,4,2,0,1,0,2,0,0,0,2019,17.0,Forward,PL
Gabriel Jesus,FW,17.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,2019,1.5,Forward,PL
Raheem Sterling,RW,90.0,0,0,0.0,0.0,0.0,0,0,2,1,3,0,0,1,0,2019,-3.0,Forward,PL
Marcus Rashford,LW,90.0,0,0,0.7,0.7,0.1,5,2,1,2,2,0,0,0,0,2019,5.5,Forward,PL
Juan Mata,RW,90.0,0,0,0.2,0.2,0.1,3,1,1,0,3,0,0,1,0,2019,1.0,Forward,PL
Jesse Lingard,RW,27.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,2019,1.0,Forward,PL
Chris Wood,FW,90.0,1,0,0.3,0.3,0.0,3,2,1,2,0,1,0,0,0,2019,15.0,Forward,PL
Ashley Barnes,FW,90.0,1,0,0.3,0.3,0.0,1,1,3,3,0,1,0,1,0,2019,8.5,Forward,PL
Joshua King,FW,90.0,2,1,0.8,0.8,0.6,5,2,1,1,1,0,0,0,0,2019,30.5,Forward,PL
Olivier Giroud,FW,25.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Pedro,RW,61.0,0,0,0.1,0.1,0.1,2,2,0,2,5,0,0,0,0,2019,5.0,Forward,PL
Willian,RW,29.0,0,0,0.0,0.0,0.0,1,0,0,1,5,1,2,0,0,2019,3.0,Forward,PL
Danny Ings,FW,90.0,0,0,0.1,0.1,0.2,3,1,1,0,1,1,0,0,0,2019,3.5,Forward,PL
Nathan Redmond,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Stuart Armstrong,LW,28.0,0,0,0.2,0.2,0.0,4,1,0,0,1,0,0,0,0,2019,4.5,Forward,PL
Jordan Ayew,FW,90.0,0,0,0.6,0.6,0.1,3,0,2,2,1,4,1,0,0,2019,3.0,Forward,PL
Wilfried Zaha,LW,86.0,1,0,0.1,0.1,0.2,2,1,3,4,0,1,1,1,1,2019,4.5,Forward,PL
Andros Townsend,RW,90.0,0,1,0.1,0.1,0.1,1,0,0,2,3,0,1,0,0,2019,7.0,Forward,PL
Mohamed Salah,FW,90.0,0,0,0.1,0.1,0.0,2,0,1,1,1,0,0,0,0,2019,1.0,Forward,PL
Sadio Mané,LW,90.0,1,0,0.2,0.2,0.1,3,1,2,4,2,1,1,0,0,2019,13.0,Forward,PL
Xherdan Shaqiri,RW,67.0,0,0,0.0,0.0,0.1,0,0,1,0,4,0,0,0,0,2019,0.0,Forward,PL
Adam Lallana,LW,24.0,0,0,0.0,0.0,0.1,0,0,0,0,3,0,1,0,0,2019,1.5,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.0,0.0,0.1,0,0,0,1,0,1,0,0,0,2019,1.5,Forward,PL
James Maddison,LW,75.0,0,0,0.3,0.3,0.0,1,0,0,1,4,3,0,0,0,2019,3.0,Forward,PL
Hamza Choudhury,RW,15.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Marc Albrighton,FW,90.0,0,0,0.0,0.0,0.3,0,0,0,0,2,2,4,0,0,2019,4.0,Forward,PL
Demarai Gray,RW,84.0,0,0,0.1,0.1,0.0,1,1,0,0,3,0,0,0,0,2019,3.0,Forward,PL
Son Heung-min,FW,90.0,1,0,0.3,0.3,0.0,6,2,0,1,3,0,0,0,0,2019,17.0,Forward,PL
Troy Deeney,FW,90.0,0,0,0.1,0.1,0.1,2,0,1,2,0,1,0,0,0,2019,1.5,Forward,PL
Gerard Deulofeu,FW,61.0,0,0,0.1,0.1,0.0,2,0,0,0,1,0,0,0,0,2019,2.0,Forward,PL
Isaac Success,FW,29.0,0,0,0.1,0.1,0.1,1,0,0,2,0,0,0,1,0,2019,-0.5,Forward,PL
Lucas Moura,FW,60.0,0,0,0.4,0.4,0.3,2,0,0,0,0,0,0,0,0,2019,2.0,Forward,PL
Son Heung-min,LW,89.0,1,0,0.1,0.1,0.3,5,1,1,0,2,0,0,0,0,2019,14.0,Forward,PL
Eric Dier,FW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Érik Lamela,RW,78.0,0,0,0.4,0.4,0.4,3,0,0,0,3,0,1,0,0,2019,3.0,Forward,PL
Christian Atsu,LW,82.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,2019,1.5,Forward,PL
Ayoze Pérez,RW,90.0,0,0,0.2,0.2,0.0,2,1,2,1,0,3,3,0,0,2019,4.5,Forward,PL
Cenk Tosun,FW,90.0,0,1,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2019,5.0,Forward,PL
Dominic Calvert-Lewin,FW,17.0,0,0,0.2,0.2,0.0,2,1,0,1,0,1,0,0,0,2019,4.0,Forward,PL
Diogo Jota,FW,77.0,0,0,0.1,0.1,0.0,1,0,3,3,0,1,0,0,0,2019,-1.0,Forward,PL
Raúl Jiménez,FW,89.0,1,0,0.1,0.1,0.4,2,1,1,3,0,0,2,0,0,2019,13.5,Forward,PL
Adama Traoré,FW,1.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,2019,1.0,Forward,PL
Callum Hudson-Odoi,LW,13.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Willian,RW,90.0,0,1,0.0,0.0,0.5,1,0,0,0,10,2,1,0,0,2019,8.0,Forward,PL
Glenn Murray,FW,72.0,0,0,0.1,0.1,0.0,1,0,1,1,0,0,0,0,0,2019,0.5,Forward,PL
Florin Andone,FW,18.0,0,0,0.4,0.4,0.0,2,1,0,1,0,0,0,0,0,2019,3.5,Forward,PL
Jürgen Locadia,LW,90.0,0,0,0.4,0.4,0.0,5,2,1,0,2,3,2,0,0,2019,8.0,Forward,PL
Solly March,RW,90.0,0,0,0.0,0.0,0.2,1,0,1,3,7,2,2,0,0,2019,2.5,Forward,PL
Troy Deeney,FW,90.0,0,0,0.0,0.0,0.1,1,0,1,1,0,1,0,0,0,2019,1.0,Forward,PL
Gerard Deulofeu,FW,70.0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,2019,0.0,Forward,PL
Andre Gray,FW,20.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Domingos Quina,LW,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Will Hughes,RW,90.0,0,0,0.1,0.1,0.0,2,1,1,1,2,3,0,0,0,2019,4.0,Forward,PL
Christian Benteke,FW,72.0,0,0,0.2,0.2,0.0,3,0,1,2,0,1,0,0,0,2019,2.0,Forward,PL
Jordan Ayew,FW,82.0,0,0,0.1,0.1,0.0,3,1,1,4,2,2,0,1,0,2019,2.0,Forward,PL
Michy Batshuayi,FW,8.0,0,0,0.1,0.1,0.0,2,2,0,0,0,0,0,0,0,2019,5.0,Forward,PL
Chris Wood,FW,76.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,2019,1.5,Forward,PL
Ashley Barnes,FW,90.0,1,0,1.6,0.8,0.0,7,3,2,1,0,0,0,1,0,2019,15.0,Forward,PL
Danny Ings,FW,27.0,0,0,0.4,0.4,0.0,1,1,0,0,0,0,0,0,0,2019,3.0,Forward,PL
Shane Long,FW,63.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,0,0,0,2019,1.0,Forward,PL
Nathan Redmond,FW,87.0,1,0,0.0,0.0,0.2,1,1,2,2,0,1,0,0,0,2019,11.5,Forward,PL
Oumar Niasse,FW,83.0,0,0,0.2,0.2,0.4,3,1,0,1,1,0,0,0,0,2019,4.0,Forward,PL
Dominic Solanke,FW,62.0,0,0,0.0,0.0,0.1,0,0,0,2,1,2,1,0,0,2019,2.5,Forward,PL
Lys Mousset,FW,28.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Ryan Fraser,LW,90.0,0,0,0.1,0.1,0.0,2,0,0,3,11,0,0,0,0,2019,2.0,Forward,PL
Joshua King,FW,90.0,0,0,0.1,0.1,0.1,2,1,4,3,1,0,0,0,0,2019,-0.5,Forward,PL
Junior Stanislas,RW,62.0,0,0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,2019,1.5,Forward,PL
Jordon Ibe,RW,28.0,0,0,0.0,0.0,0.1,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.4,0.4,0.0,3,2,1,1,0,0,0,1,0,2019,2.5,Forward,PL
Harvey Barnes,LW,90.0,0,0,0.1,0.1,0.3,3,1,2,0,3,0,1,0,0,2019,2.5,Forward,PL
Demarai Gray,RW,74.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,2019,0.5,Forward,PL
Anthony Martial,FW,23.0,0,0,0.2,0.2,0.0,2,1,1,3,1,0,1,1,0,2019,1.0,Forward,PL
Marcus Rashford,FW,78.0,1,0,0.9,0.9,0.0,5,3,0,2,1,0,0,0,0,2019,18.0,Forward,PL
Sergio Agüero,FW,81.0,3,0,2.2,2.2,0.0,4,4,1,2,0,0,0,0,0,2019,38.0,Forward,PL
Gabriel Jesus,FW,9.0,0,0,0.1,0.1,0.0,1,1,0,0,0,0,0,0,0,2019,3.0,Forward,PL
Raheem Sterling,LW,90.0,0,1,0.1,0.1,1.2,3,1,1,0,2,1,0,0,0,2019,8.5,Forward,PL
Bernardo Silva,RW,90.0,0,0,0.0,0.0,0.3,2,1,0,0,2,1,1,0,0,2019,4.5,Forward,PL
Riyad Mahrez,RW,2.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,2019,2.0,Forward,PL
Pierre-Emerick Aubameyang,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,2019,2.0,Forward,PL
Alexandre Lacazette,FW,90.0,0,0,0.0,0.0,0.1,0,0,4,2,0,1,3,0,0,2019,-1.0,Forward,PL
Javier Hernández,FW,79.0,0,0,0.4,0.4,0.0,4,1,3,1,0,1,0,1,0,2019,0.0,Forward,PL
Andy Carroll,FW,11.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Felipe Anderson,LW,90.0,0,1,0.0,0.0,0.3,1,0,0,2,3,1,3,0,0,2019,8.5,Forward,PL
Michail Antonio,RW,90.0,1,0,0.2,0.2,0.0,1,1,1,1,1,2,2,0,0,2019,14.0,Forward,PL
Roberto Firmino,FW,75.0,0,0,0.1,0.1,0.1,1,1,0,0,0,0,0,0,0,2019,3.0,Forward,PL
Divock Origi,FW,15.0,0,0,0.3,0.3,0.0,1,1,0,1,0,1,0,0,0,2019,3.5,Forward,PL
Sadio Mané,LW,90.0,1,0,0.7,0.7,0.0,2,2,2,2,0,3,0,0,0,2019,14.5,Forward,PL
Mohamed Salah,RW,90.0,0,0,0.1,0.1,0.0,4,2,1,0,3,0,0,0,0,2019,5.0,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,0,0.0,0.0,0.0,0,0,4,0,0,0,0,0,0,2019,-3.0,Forward,PL
Bernard,LW,73.0,0,0,0.1,0.1,0.0,2,0,1,0,2,0,1,0,0,2019,1.5,Forward,PL
Richarlison,LW,17.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Theo Walcott,RW,80.0,0,0,0.0,0.0,0.0,0,0,0,1,7,2,1,0,0,2019,2.5,Forward,PL
Cenk Tosun,RW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,2019,2.0,Forward,PL
Sergio Agüero,FW,80.0,0,0,0.3,0.3,0.0,2,0,0,1,1,0,0,0,0,2019,2.0,Forward,PL
Gabriel Jesus,FW,10.0,1,0,0.8,0.8,0.0,2,2,1,1,1,1,0,0,0,2019,14.5,Forward,PL
Raheem Sterling,LW,31.0,0,0,0.0,0.0,0.0,1,0,0,1,0,2,0,0,0,2019,2.5,Forward,PL
Bernardo Silva,RW,90.0,0,0,0.3,0.3,0.0,2,1,0,0,1,0,0,0,0,2019,3.5,Forward,PL
Anthony Martial,LW,70.0,1,1,0.2,0.2,0.1,2,2,2,2,2,1,0,0,0,2019,18.5,Forward,PL
Juan Mata,RW,90.0,0,0,0.0,0.0,0.1,1,0,0,1,6,0,0,0,0,2019,1.5,Forward,PL
Alexandre Lacazette,FW,90.0,1,0,1.1,1.1,0.0,2,1,4,3,0,1,0,0,0,2019,10.0,Forward,PL
