Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
John Stones,DF,Manchester City,24,20,1762.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02
Matt Targett,DF,Southampton,16,13,1187.0,1,3,0,0,2,0,0.08,0.23,0.3,0.08,0.3,0.6,0.6,2.3,0.04,0.18,0.22,0.04,0.22
James Tarkowski,DF,Burnley,35,35,3087.0,3,1,0,0,8,0,0.09,0.03,0.12,0.09,0.12,3.5,3.5,0.2,0.1,0.01,0.11,0.1,0.11
Charlie Taylor,DF,Burnley,38,35,3240.0,0,1,0,0,2,0,0.0,0.03,0.03,0.0,0.03,0.1,0.1,1.0,0.0,0.03,0.03,0.0,0.03
James Tomkins,DF,Crystal Palace,29,29,2563.0,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,1.5,1.5,1.0,0.05,0.04,0.09,0.05,0.09
Kieran Trippier,DF,Tottenham,27,26,2278.0,1,3,0,0,2,0,0.04,0.12,0.16,0.04,0.16,0.5,0.5,4.1,0.02,0.16,0.18,0.02,0.18
Antonio Valencia,DF,Manchester Utd,6,5,466.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.02,0.15,0.17,0.02,0.17
Yan Valery,DF,Southampton,23,20,1713.0,2,1,0,0,4,1,0.11,0.05,0.16,0.11,0.16,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04
Jan Vertonghen,DF,Tottenham,22,22,1913.0,1,0,0,0,4,1,0.05,0.0,0.05,0.05,0.05,1.5,1.5,0.3,0.07,0.01,0.09,0.07,0.09
Jannik Vestergaard,DF,Southampton,23,23,2030.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.02,0.03,0.05,0.02,0.05
Rúben Vinagre,DF,Wolves,17,7,704.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,0.04,0.11,0.15,0.04,0.15
Kyle Walker,DF,Manchester City,33,30,2777.0,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.7,0.02,0.05,0.08,0.02,0.08
Kyle Walker-Peters,DF,Tottenham,6,4,374.0,0,3,0,0,1,0,0.0,0.72,0.72,0.0,0.72,0.3,0.3,0.6,0.07,0.14,0.22,0.07,0.22
Aaron Wan-Bissaka,DF,Crystal Palace,35,35,3134.0,0,3,0,0,4,1,0.0,0.09,0.09,0.0,0.09,0.5,0.5,1.8,0.01,0.05,0.07,0.01,0.07
Joel Ward,DF,Crystal Palace,7,6,551.0,1,0,0,0,1,0,0.16,0.0,0.16,0.16,0.16,0.5,0.5,0.2,0.09,0.03,0.12,0.09,0.12
Stephen Ward,DF,Burnley,3,3,230.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05
DeAndre Yedlin,DF,Newcastle Utd,29,28,2474.0,1,2,0,0,6,1,0.04,0.07,0.11,0.04,0.11,1.0,1.0,2.6,0.03,0.09,0.13,0.03,0.13
Maya Yoshida,DF,Southampton,17,17,1520.0,0,1,0,0,0,0,0.0,0.06,0.06,0.0,0.06,1.8,1.8,0.4,0.11,0.03,0.13,0.11,0.13
Ashley Young,DF,Manchester Utd,30,28,2568.0,2,2,0,0,9,1,0.07,0.07,0.14,0.07,0.14,0.4,0.4,3.4,0.01,0.12,0.13,0.01,0.13
Pablo Zabaleta,DF,West Ham,26,23,2091.0,0,1,0,0,4,0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,0.7,0.01,0.03,0.04,0.01,0.04
Davide Zappacosta,DF,Chelsea,4,1,125.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.05,0.11,0.15,0.05,0.15
Oleksandr Zinchenko,DF,Manchester City,14,14,1153.0,0,3,0,0,1,0,0.0,0.23,0.23,0.0,0.23,0.2,0.2,1.2,0.01,0.1,0.11,0.01,0.11
Kurt Zouma,DF,Everton,32,29,2609.0,2,2,0,0,4,1,0.07,0.07,0.14,0.07,0.14,1.3,1.3,0.4,0.04,0.01,0.06,0.04,0.06
