,Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
166,Christian Fuchs,DF,Leicester City,25,21,1921,0,1,0,0,1,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,0.5,0.02,0.02,0.04,0.02,0.04
167,Jay Fulton,MF,Swansea City,2,0,19,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Ramiro Funes Mori,DF,Everton,4,1,121,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.0,0.07,0.07,0.07
169,Manolo Gabbiadini,FW,Southampton,28,11,1081,5,0,1,1,2,0,0.42,0.0,0.42,0.33,0.33,2.3,1.6,1.0,0.2,0.08,0.28,0.13,0.21
170,Jesús Gámez,DF,Newcastle Utd,2,1,98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.11,0.14,0.03,0.14
171,Idrissa Gana Gueye,MF,Everton,33,32,2751,2,1,0,0,7,2,0.07,0.03,0.1,0.07,0.1,1.5,1.5,1.1,0.05,0.03,0.08,0.05,0.08
172,Dwight Gayle,FW,Newcastle Utd,35,23,1958,6,3,0,0,3,0,0.28,0.14,0.41,0.28,0.41,8.8,8.8,2.4,0.4,0.11,0.52,0.4,0.52
175,Kieran Gibbs,DF,West Brom,33,32,2827,0,1,0,0,3,0,0.0,0.03,0.03,0.0,0.03,0.2,0.2,1.6,0.01,0.05,0.06,0.01,0.06
176,Olivier Giroud,FW,Chelsea,13,6,613,3,1,0,0,0,0,0.44,0.15,0.59,0.44,0.59,4.1,4.1,1.3,0.61,0.19,0.79,0.61,0.79
177,Olivier Giroud,FW,Arsenal,16,1,388,4,1,0,0,0,0,0.93,0.23,1.16,0.93,1.16,2.9,2.9,0.9,0.69,0.22,0.91,0.69,0.91
178,Connor Goldson,DF,Brighton,3,2,200,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.0,0.07,0.07,0.07
180,Joe Gomez,DF,Liverpool,23,21,1902,0,2,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.2,0.2,1.3,0.01,0.06,0.07,0.01,0.07
181,Dan Gosling,MF,Bournemouth,28,21,1947,2,1,0,0,8,0,0.09,0.05,0.14,0.09,0.14,2.3,2.3,0.8,0.11,0.04,0.15,0.11,0.15
183,Andre Gray,FW,Watford,31,16,1498,5,2,0,0,1,0,0.3,0.12,0.42,0.3,0.42,5.8,5.8,1.6,0.35,0.1,0.45,0.35,0.45
184,Demarai Gray,MF,Leicester City,35,17,1697,3,1,0,0,2,0,0.16,0.05,0.21,0.16,0.21,2.1,2.1,3.4,0.11,0.18,0.29,0.11,0.29
185,Pascal Groß,FW,Brighton,38,35,2928,7,8,1,1,2,0,0.22,0.25,0.46,0.18,0.43,3.2,2.4,6.2,0.1,0.19,0.29,0.07,0.26
186,Marko Grujić,DF,Liverpool,3,0,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16
187,İlkay Gündoğan,MF,Manchester City,30,15,1517,4,1,1,1,3,0,0.24,0.06,0.3,0.18,0.24,3.8,3.0,1.8,0.22,0.11,0.33,0.18,0.29
188,Florent Hadergjonaj,DF,Huddersfield,23,19,1674,0,1,0,0,3,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,1.6,0.02,0.09,0.11,0.02,0.11
189,Massadio Haïdara,FW,Newcastle Utd,1,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Rekeem Harper,MF,West Brom,1,0,21,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17
193,Isaac Hayden,MF,Newcastle Utd,26,15,1374,1,0,0,0,7,0,0.07,0.0,0.07,0.07,0.07,0.9,0.9,0.9,0.06,0.06,0.12,0.06,0.12
194,Eden Hazard,FW,Chelsea,34,28,2422,12,4,2,2,2,0,0.45,0.15,0.59,0.37,0.52,7.6,6.1,7.0,0.28,0.26,0.54,0.22,0.48
196,Michael Hefele,DF,Huddersfield,2,0,33,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Ahmed Hegazi,DF,West Brom,38,38,3386,2,0,0,0,4,0,0.05,0.0,0.05,0.05,0.05,1.4,1.4,0.4,0.04,0.01,0.05,0.04,0.05
198,Tomer Hemed,FW,Brighton,16,9,849,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.2,2.2,0.2,0.23,0.02,0.26,0.23,0.26
199,Jordan Henderson,MF,Liverpool,27,25,2171,1,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,1.9,0.05,0.08,0.13,0.05,0.13
200,Jeff Hendrick,MF,Burnley,34,29,2331,2,2,0,0,1,0,0.08,0.08,0.15,0.08,0.15,2.9,2.9,1.6,0.11,0.06,0.17,0.11,0.17
202,Javier Hernández,FW,West Ham,28,16,1548,8,0,0,0,3,0,0.47,0.0,0.47,0.47,0.47,4.6,4.6,1.9,0.27,0.11,0.38,0.27,0.38
203,Ander Herrera,MF,Manchester Utd,26,13,1268,0,2,0,0,5,0,0.0,0.14,0.14,0.0,0.14,0.5,0.5,1.2,0.04,0.09,0.12,0.04,0.12
204,Son Heung-min,FW,Tottenham,37,27,2317,12,6,0,0,0,0,0.47,0.23,0.7,0.47,0.7,10.0,10.0,6.0,0.39,0.23,0.62,0.39,0.62
205,Wesley Hoedt,DF,Southampton,28,28,2520,0,1,0,0,7,0,0.0,0.04,0.04,0.0,0.04,1.3,1.3,1.0,0.05,0.04,0.08,0.05,0.08
206,Jonathan Hogg,MF,Huddersfield,30,29,2398,0,0,0,0,9,2,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,0.02,0.02,0.05,0.02,0.05
207,Rob Holding,DF,Arsenal,12,9,822,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01
208,José Holebas,DF,Watford,28,26,2382,0,4,0,0,7,0,0.0,0.15,0.15,0.0,0.15,0.5,0.5,3.9,0.02,0.15,0.17,0.02,0.17
209,Mason Holgate,DF,Everton,15,13,1184,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.04,0.03,0.07,0.04,0.07
210,Callum Hudson-Odoi,MF,Chelsea,2,0,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.22,0.0,0.22,0.22,0.22
211,Will Hughes,MF,Watford,15,11,990,2,3,0,0,0,0,0.18,0.27,0.45,0.18,0.45,0.9,0.9,1.5,0.08,0.14,0.21,0.08,0.21
212,Jordan Hugill,FW,West Ham,3,0,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Uwe Hünemeier,DF,Brighton,1,0,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Emerson Hyndman,MF,Bournemouth,1,1,58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
215,Pierre Højbjerg,MF,Southampton,23,19,1670,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.04,0.04,0.07,0.04,0.07
216,Jordon Ibe,MF,Bournemouth,32,22,1995,2,6,0,0,1,0,0.09,0.27,0.36,0.09,0.36,2.8,2.8,4.1,0.12,0.19,0.31,0.12,0.31
217,Vicente Iborra,MF,Leicester City,19,17,1410,3,0,0,0,0,0,0.19,0.0,0.19,0.19,0.19,1.6,1.6,0.1,0.1,0.01,0.11,0.1,0.11
218,Zlatan Ibrahimović,FW,Manchester Utd,5,1,106,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.22,0.12,0.34,0.22,0.34
219,Kelechi Iheanacho,FW,Leicester City,21,7,830,3,3,0,0,2,0,0.33,0.33,0.65,0.33,0.65,3.6,3.6,1.9,0.39,0.21,0.6,0.39,0.6
220,Tom Ince,MF,Huddersfield,33,27,2452,2,0,0,0,0,0,0.07,0.0,0.07,0.07,0.07,6.7,6.7,1.1,0.25,0.04,0.29,0.25,0.29
221,Danny Ings,FW,Liverpool,8,3,267,1,0,0,0,0,0,0.34,0.0,0.34,0.34,0.34,1.7,1.7,0.2,0.57,0.07,0.64,0.57,0.64
222,Stephen Ireland,MF,Stoke City,4,1,131,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.27,0.03,0.3,0.27,0.3
223,Alex Iwobi,FW,Arsenal,26,22,1830,3,5,0,0,1,0,0.15,0.25,0.39,0.15,0.39,3.0,3.0,3.4,0.15,0.17,0.31,0.15,0.31
224,José Izquierdo,MF,Brighton,32,23,1984,5,3,0,0,2,0,0.23,0.14,0.36,0.23,0.36,4.3,4.3,2.0,0.19,0.09,0.29,0.19,0.29
225,Phil Jagielka,DF,Everton,25,23,2065,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.02,0.0,0.02,0.02,0.02
227,Matty James,MF,Leicester City,13,11,993,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.09,0.01,0.1,0.09,0.1
228,Daryl Janmaat,DF,Watford,23,21,1820,3,0,0,0,3,0,0.15,0.0,0.15,0.15,0.15,1.3,1.3,1.0,0.07,0.05,0.12,0.07,0.12
229,Vincent Janssen,FW,Tottenham,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
230,Jesé,FW,Stoke City,13,8,614,1,1,0,0,0,0,0.15,0.15,0.29,0.15,0.29,0.8,0.8,0.8,0.12,0.12,0.24,0.12,0.24
231,Gabriel Jesus,FW,Manchester City,29,19,1668,13,3,0,2,6,0,0.7,0.16,0.86,0.7,0.86,13.5,12.0,2.0,0.73,0.11,0.84,0.65,0.75
232,Glen Johnson,DF,Stoke City,9,7,547,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.03,0.06,0.09,0.03,0.09
233,Phil Jones,DF,Manchester Utd,23,23,1973,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.02,0.0,0.02,0.02,0.02
234,Joselu,FW,Newcastle Utd,30,19,1712,4,1,0,1,2,0,0.21,0.05,0.26,0.21,0.26,6.1,5.4,0.5,0.32,0.02,0.35,0.28,0.31
235,Mathias Jørgensen,DF,Huddersfield,38,38,3420,0,2,0,0,6,0,0.0,0.05,0.05,0.0,0.05,2.0,2.0,0.6,0.05,0.02,0.07,0.05,0.07
236,Christian Kabasele,DF,Watford,28,27,2330,2,0,0,0,5,0,0.08,0.0,0.08,0.08,0.08,0.5,0.5,0.0,0.02,0.0,0.02,0.02,0.02
237,Younès Kaboul,DF,Watford,2,2,150,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Elias Kachunga,FW,Huddersfield,19,17,1329,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.5,0.12,0.04,0.15,0.12,0.15
239,Sullay Kaikai,MF,Crystal Palace,1,0,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Harry Kane,FW,Tottenham,37,35,3076,30,2,2,3,5,0,0.88,0.06,0.94,0.82,0.88,26.3,24.0,2.9,0.77,0.08,0.85,0.7,0.79
241,N'Golo Kanté,MF,Chelsea,34,34,2994,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.1,0.02,0.06,0.09,0.02,0.09
244,Beram Kayal,MF,Brighton,19,8,745,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2,0.05,0.14,0.19,0.05,0.19
245,Michael Keane,DF,Everton,30,29,2560,0,1,0,0,3,0,0.0,0.04,0.04,0.0,0.04,1.3,1.3,0.4,0.04,0.02,0.06,0.04,0.06
246,Martin Kelly,DF,Crystal Palace,15,12,1195,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.03,0.0,0.03,0.03,0.03
247,Kenedy,MF,Newcastle Utd,13,13,1023,2,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,2.1,2.1,2.1,0.18,0.18,0.36,0.18,0.36
248,Jonjoe Kenny,DF,Everton,19,17,1590,0,1,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.1,0.01,0.06,0.07,0.01,0.07
249,Andy King,MF,Swansea City,11,9,715,2,1,0,0,1,0,0.25,0.13,0.38,0.25,0.38,1.0,1.0,0.1,0.13,0.01,0.14,0.13,0.14
250,Andy King,MF,Leicester City,11,5,537,1,0,0,0,1,0,0.17,0.0,0.17,0.17,0.17,1.0,1.0,0.0,0.16,0.01,0.17,0.16,0.17
251,Joshua King,FW,Bournemouth,33,27,2453,8,3,2,2,3,0,0.29,0.11,0.4,0.22,0.33,7.9,6.4,4.2,0.29,0.16,0.44,0.23,0.39
252,Davy Klaassen,MF,Everton,7,3,251,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04
253,Ragnar Klavan,DF,Liverpool,19,16,1451,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01
254,Anthony Knockaert,MF,Brighton,33,27,2421,3,1,0,0,4,1,0.11,0.04,0.15,0.11,0.15,3.5,3.5,2.6,0.13,0.1,0.22,0.13,0.22
255,Sead Kolašinac,DF,Arsenal,27,25,2147,2,4,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.5,2.5,2.5,0.1,0.1,0.21,0.1,0.21
256,Vincent Kompany,DF,Manchester City,17,17,1394,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,0.3,0.03,0.02,0.06,0.03,0.06
257,Terence Kongolo,DF,Huddersfield,13,11,1049,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.03,0.02,0.05,0.03,0.05
258,Laurent Koscielny,DF,Arsenal,25,25,2225,2,0,0,0,4,0,0.08,0.0,0.08,0.08,0.08,1.7,1.7,0.6,0.07,0.02,0.09,0.07,0.09
259,Cheikhou Kouyaté,MF,West Ham,33,32,2799,2,3,0,0,5,0,0.06,0.1,0.16,0.06,0.16,2.4,2.4,0.9,0.08,0.03,0.11,0.08,0.11
260,Bojan Krkić,MF,Stoke City,1,1,71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
261,Grzegorz Krychowiak,MF,West Brom,27,20,1641,0,2,0,0,2,0,0.0,0.11,0.11,0.0,0.11,0.9,0.9,1.4,0.05,0.08,0.12,0.05,0.12
262,Rajiv van La Parra,FW,Huddersfield,33,26,2137,3,0,1,1,3,1,0.13,0.0,0.13,0.08,0.08,3.2,2.4,1.4,0.13,0.06,0.19,0.1,0.16
263,Alexandre Lacazette,FW,Arsenal,32,26,2202,14,4,2,2,1,0,0.57,0.16,0.74,0.49,0.65,12.0,10.5,3.4,0.49,0.14,0.63,0.43,0.57
264,Freddie Ladapo,FW,Crystal Palace,1,0,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Adam Lallana,MF,Liverpool,12,1,308,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.5,0.54,0.19,0.73,0.54,0.73
266,Érik Lamela,FW,Tottenham,25,7,843,2,2,0,0,4,0,0.21,0.21,0.43,0.21,0.43,3.1,3.1,1.9,0.33,0.21,0.54,0.33,0.54
267,Manuel Lanzini,MF,West Ham,27,23,2042,5,6,0,1,4,0,0.22,0.26,0.48,0.22,0.48,3.8,3.0,3.7,0.17,0.16,0.33,0.13,0.29
268,Aymeric Laporte,DF,Manchester City,9,9,806,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
269,Jamaal Lascelles,DF,Newcastle Utd,33,32,2928,3,0,0,0,5,0,0.09,0.0,0.09,0.09,0.09,1.2,1.2,0.1,0.04,0.0,0.04,0.04,0.04
270,Florian Lejeune,DF,Newcastle Utd,24,24,2103,0,2,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,1.3,0.02,0.06,0.07,0.02,0.07
271,Mario Lemina,MF,Southampton,25,20,1720,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,0.8,0.8,0.5,0.04,0.02,0.07,0.04,0.07
272,Aaron Lennon,FW,Everton,15,9,793,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.03,0.06,0.09,0.03,0.09
273,Aaron Lennon,MF,Burnley,14,13,1118,0,2,0,0,2,0,0.0,0.16,0.16,0.0,0.16,0.6,0.6,1.1,0.05,0.09,0.14,0.05,0.14
274,Victor Lindelöf,DF,Manchester Utd,17,13,1285,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.02,0.02,0.0,0.02
275,Jesse Lingard,MF,Manchester Utd,33,20,1817,8,5,0,0,2,0,0.4,0.25,0.64,0.4,0.64,7.3,7.3,3.4,0.36,0.17,0.53,0.36,0.53
276,Jake Livermore,MF,West Brom,34,30,2674,2,2,0,0,5,0,0.07,0.07,0.13,0.07,0.13,2.1,2.1,2.3,0.07,0.08,0.15,0.07,0.15
277,Fernando Llorente,FW,Tottenham,16,1,238,1,0,0,0,1,0,0.38,0.0,0.38,0.38,0.38,0.9,0.9,0.3,0.38,0.11,0.49,0.38,0.49
279,Jürgen Locadia,FW,Brighton,6,3,224,1,1,0,0,0,0,0.4,0.4,0.8,0.4,0.8,1.0,1.0,0.2,0.41,0.08,0.49,0.41,0.49
280,Ruben Loftus-Cheek,MF,Crystal Palace,24,21,1874,2,3,0,0,1,0,0.1,0.14,0.24,0.1,0.24,3.4,3.4,2.6,0.16,0.13,0.29,0.16,0.29
281,Joe Lolley,MF,Huddersfield,6,2,221,1,0,0,0,1,0,0.41,0.0,0.41,0.41,0.41,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06
282,Kevin Long,DF,Burnley,16,16,1440,1,2,0,0,1,0,0.06,0.12,0.19,0.06,0.19,1.2,1.2,0.7,0.08,0.04,0.12,0.08,0.12
283,Shane Long,FW,Southampton,30,15,1582,2,1,0,0,6,0,0.11,0.06,0.17,0.11,0.17,4.7,4.7,1.1,0.27,0.06,0.33,0.27,0.33
284,Ademola Lookman,MF,Everton,7,1,159,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.06,0.45,0.51,0.06,0.51
286,Dejan Lovren,DF,Liverpool,29,24,2127,2,1,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.5,1.5,1.6,0.06,0.07,0.13,0.06,0.13
287,Chris Löwe,DF,Huddersfield,23,19,1588,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.02,0.03,0.04,0.02,0.04
288,Matthew Lowton,DF,Burnley,26,25,2295,0,3,0,0,1,0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,1.5,0.01,0.06,0.06,0.01,0.06
289,David Luiz,DF,Chelsea,10,9,840,1,0,0,0,4,1,0.11,0.0,0.11,0.11,0.11,0.5,0.5,0.0,0.06,0.01,0.06,0.06,0.06
290,Romelu Lukaku,FW,Manchester Utd,34,33,2867,16,7,0,1,4,0,0.5,0.22,0.72,0.5,0.72,13.9,13.2,5.2,0.44,0.16,0.6,0.41,0.58
291,Dodi Lukebakio,MF,Watford,1,0,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.34,0.42,0.08,0.42
292,Levi Lumeka,FW,Crystal Palace,1,0,26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.35,0.0,0.35,0.35,0.35
293,Harry Maguire,DF,Leicester City,38,38,3420,2,4,0,0,7,0,0.05,0.11,0.16,0.05,0.16,2.6,2.6,2.2,0.07,0.06,0.13,0.07,0.13
294,Riyad Mahrez,MF,Leicester City,36,34,2950,12,10,0,0,2,0,0.37,0.31,0.67,0.37,0.67,5.2,5.2,7.7,0.16,0.24,0.39,0.16,0.39
295,Ainsley Maitland-Niles,DF,Arsenal,15,8,914,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.02,0.07,0.09,0.02,0.09
296,Scott Malone,DF,Huddersfield,22,12,1119,0,1,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,0.5,0.06,0.04,0.1,0.06,0.1
297,Sadio Mané,FW,Liverpool,29,28,2190,10,7,0,0,3,1,0.41,0.29,0.7,0.41,0.7,10.4,10.4,4.9,0.42,0.2,0.63,0.42,0.63
298,Eliaquim Mangala,DF,Manchester City,9,4,488,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.04,0.06,0.1,0.04,0.1
299,Eliaquim Mangala,DF,Everton,2,2,134,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.0,0.04,0.04,0.04
300,Javier Manquillo,DF,Newcastle Utd,21,20,1758,0,1,0,0,2,0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,0.5,0.0,0.03,0.03,0.0,0.03
301,Solly March,MF,Brighton,36,18,1851,1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,1.3,1.3,2.0,0.06,0.1,0.16,0.06,0.16
302,Adrian Mariappa,DF,Watford,28,24,2210,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.02,0.01,0.03,0.02,0.03
303,João Mário,FW,West Ham,13,12,1022,2,1,0,0,0,0,0.18,0.09,0.26,0.18,0.26,1.8,1.8,1.3,0.16,0.11,0.27,0.16,0.27
304,Anthony Martial,FW,Manchester Utd,30,18,1582,9,5,1,1,1,0,0.51,0.28,0.8,0.46,0.74,6.7,6.0,5.1,0.38,0.29,0.68,0.34,0.63
305,Cuco Martina,DF,Everton,21,20,1830,0,2,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.9,0.01,0.04,0.05,0.01,0.05
306,Bruno Martins Indi,DF,Stoke City,17,14,1243,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.04,0.01,0.05,0.04,0.05
307,Arthur Masuaku,MF,West Ham,27,21,1870,0,3,0,0,5,0,0.0,0.14,0.14,0.0,0.14,0.2,0.2,1.9,0.01,0.09,0.1,0.01,0.1
308,Juan Mata,FW,Manchester Utd,28,23,1922,3,5,0,0,1,0,0.14,0.23,0.37,0.14,0.37,2.8,2.8,4.7,0.13,0.22,0.35,0.13,0.35
309,Nemanja Matić,MF,Manchester Utd,36,35,3118,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.7,0.02,0.05,0.07,0.02,0.07
310,Joël Matip,DF,Liverpool,25,22,1997,1,0,0,0,3,0,0.05,0.0,0.05,0.05,0.05,2.3,2.3,0.5,0.1,0.02,0.13,0.1,0.13
311,Konstantinos Mavropanos,DF,Arsenal,3,3,195,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Alfie Mawson,DF,Swansea City,38,38,3420,2,1,0,0,3,0,0.05,0.03,0.08,0.05,0.08,2.1,2.1,0.5,0.06,0.01,0.07,0.06,0.07
313,Eric Maxim Choupo-Moting,FW,Stoke City,30,26,2314,5,5,0,0,3,0,0.19,0.19,0.39,0.19,0.39,4.7,4.7,3.6,0.19,0.14,0.33,0.19,0.33
314,Chancel Mbemba,DF,Newcastle Utd,9,7,672,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.05,0.05,0.0,0.05
315,James McArthur,MF,Crystal Palace,33,27,2431,5,1,0,0,5,0,0.19,0.04,0.22,0.19,0.22,4.5,4.5,1.2,0.17,0.04,0.21,0.17,0.21
316,Gareth McAuley,DF,West Brom,9,5,458,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Oliver McBurnie,FW,Swansea City,11,2,276,0,1,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.5,0.5,0.6,0.15,0.19,0.34,0.15,0.34
319,James McCarthy,MF,Everton,4,3,205,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
320,James McClean,MF,West Brom,30,14,1406,1,0,0,0,7,0,0.06,0.0,0.06,0.06,0.06,1.7,1.7,1.3,0.11,0.08,0.2,0.11,0.2
321,Sam McQueen,DF,Southampton,7,1,148,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.3,0.32,0.01,0.32
322,Scott McTominay,MF,Manchester Utd,13,7,634,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.05,0.01,0.06,0.05,0.06
323,Ben Mee,DF,Burnley,29,29,2610,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.2,0.06,0.01,0.07,0.06,0.07
324,Benjamin Mendy,DF,Manchester City,7,4,363,0,1,0,0,2,0,0.0,0.25,0.25,0.0,0.25,0.2,0.2,0.4,0.05,0.11,0.16,0.05,0.16
325,Mikel Merino,MF,Newcastle Utd,24,14,1347,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,0.5,0.5,0.6,0.03,0.04,0.08,0.03,0.08
326,Per Mertesacker,DF,Arsenal,6,4,366,1,0,0,0,0,0,0.25,0.0,0.25,0.25,0.25,0.3,0.3,0.0,0.08,0.0,0.08,0.08,0.08
327,Roque Mesa,MF,Swansea City,11,9,754,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.02,0.03,0.05,0.02,0.05
329,Luka Milivojević,MF,Crystal Palace,36,35,3080,9,1,6,7,8,0,0.26,0.03,0.29,0.09,0.12,7.2,1.9,1.1,0.21,0.03,0.24,0.05,0.09
330,James Milner,MF,Liverpool,32,16,1775,1,3,0,0,3,0,0.05,0.15,0.2,0.05,0.2,1.7,1.7,3.5,0.09,0.18,0.27,0.09,0.27
331,Tyrone Mings,DF,Bournemouth,4,3,201,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.05,0.06,0.01,0.06
332,Kevin Mirallas,FW,Everton,5,2,138,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.11,0.03,0.15,0.11,0.15
333,Aleksandar Mitrović,FW,Newcastle Utd,6,0,95,1,0,0,0,0,0,0.95,0.0,0.95,0.95,0.95,1.6,1.6,0.3,1.59,0.27,1.86,1.59,1.86
